text,category,urgency
This is unacceptable - the app crashes every time I open it on my iPhone.,TECHNICAL,CRITICAL
Quick question - this is regarding a partnership inquiry.,OTHER,LOW
I'm having trouble - i need to update my payment method. Please advise.,PAYMENT,MEDIUM
Please help immediately - my parcel has been sitting at the warehouse for 3 days. I need a resolution today.,DELIVERY,HIGH
Could someone assist - i have an issue with my order. Please advise.,OTHER,MEDIUM
Can I speak to a manager. Please advise.,OTHER,MEDIUM
I need help with something. Let me know.,OTHER,MEDIUM
My profile shows the wrong information. Please advise.,ACCOUNT,MEDIUM
This is really frustrating - please refund my payment. I need a resolution today.,REFUND,HIGH
I'm having trouble - the app logged me out randomly. Let me know.,TECHNICAL,MEDIUM
I'm having trouble - i can't upload files on the app.,TECHNICAL,MEDIUM
"Just wondering, how can I change my account email. Thanks.",ACCOUNT,LOW
I'm having trouble - my saved card is not showing up anymore. Let me know.,PAYMENT,MEDIUM
I am extremely upset - i was charged $199 but my order was cancelled. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
I need this fixed soon - my two-factor authentication isn't working. I need a resolution today.,ACCOUNT,HIGH
This needs to be resolved right now - i need a refund because the delivery never arrived.,REFUND,CRITICAL
I'm having trouble - when will I receive my refund. Please advise.,REFUND,MEDIUM
"Just wondering, images are not loading on the system. Whenever convenient.",TECHNICAL,LOW
I'm not sure who to contact about this. Please advise.,OTHER,MEDIUM
I need help - images are not loading on the system. Can someone help?,TECHNICAL,MEDIUM
URGENT - my membership is locked. I want this escalated immediately.,ACCOUNT,CRITICAL
Quick question - how do I delete my login. Whenever convenient.,ACCOUNT,LOW
"Whenever you get a chance, i need help with something. Whenever convenient.",OTHER,LOW
"I need help - i returned the wrong item by mistake, can I still get a refund. Can someone help?",REFUND,MEDIUM
Quick question - can I change my delivery address.,DELIVERY,LOW
I only received part of my parcel.,DELIVERY,HIGH
I forgot my password for my dashboard.,ACCOUNT,LOW
Quick question - when will I receive my refund. No hurry.,REFUND,LOW
"Whenever you get a chance, i want to unsubscribe from marketing emails.",OTHER,LOW
This is an emergency - someone else logged into my dashboard. This is completely unacceptable and needs fixing NOW.,ACCOUNT,CRITICAL
My subscription is linked to the wrong login. Let me know.,ACCOUNT,MEDIUM
"No rush, but i need help with something. No hurry.",OTHER,LOW
I need this fixed soon - my refund of $49.99 still hasn't shown up after 10 days. Please fix this ASAP.,REFUND,HIGH
This is really frustrating - refund shows processed but I don't see it in my bank. This is affecting my work.,REFUND,HIGH
This is really frustrating - i keep getting logged out of my user account. Please fix this ASAP.,ACCOUNT,HIGH
Please help immediately - i was charged twice for the same order. This is affecting my work.,PAYMENT,HIGH
I need help - i was charged a restocking fee I wasn't told about. Please advise.,REFUND,MEDIUM
"No rush, but i need to reschedule my delivery.",DELIVERY,LOW
"No rush, but how do I delete my user account. Thanks.",ACCOUNT,LOW
My card was declined.,PAYMENT,HIGH
I am extremely upset - the website is completely down. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
This needs to be resolved right now - my parcel was left at the wrong address. This is completely unacceptable and needs fixing NOW.,DELIVERY,CRITICAL
This is really frustrating - i have not received my refund.,REFUND,HIGH
This is unacceptable - refund shows processed but I don't see it in my bank. I demand an immediate resolution.,REFUND,CRITICAL
I need help - i'm seeing a blank screen instead of the dashboard.,TECHNICAL,MEDIUM
I need this fixed soon - my delivery is delayed. Please fix this ASAP.,DELIVERY,HIGH
I need this fixed soon - my payment is stuck processing for 2 days. This is affecting my work.,PAYMENT,HIGH
Please help immediately - my dashboard was suspended without warning. Please fix this ASAP.,ACCOUNT,HIGH
I'm being charged a fee I don't recognize.,PAYMENT,HIGH
The tracking hasn't updated in several days. Please fix this ASAP.,DELIVERY,HIGH
I need this fixed soon - i want to file a complaint.,OTHER,HIGH
"No rush, but how can I change my account email. Thanks.",ACCOUNT,LOW
The notifications are not working.,TECHNICAL,LOW
"No rush, but is there a student discount available. No hurry.",OTHER,LOW
This needs to be resolved right now - the API keeps returning 403. I want this escalated immediately.,TECHNICAL,CRITICAL
Please help immediately - i was charged twice for the same order. Please fix this ASAP.,PAYMENT,HIGH
"Whenever you get a chance, how do I delete my dashboard. Thanks.",ACCOUNT,LOW
This is really frustrating - i was billed in the wrong currency.,PAYMENT,HIGH
"No rush, but how do I contact a human representative.",OTHER,LOW
"No rush, but can I get a refund instead of store credit. Whenever convenient.",REFUND,LOW
"Whenever you get a chance, the refund policy is unclear to me. Thanks.",REFUND,LOW
I need help - how do I request a refund. Please advise.,REFUND,MEDIUM
"No rush, but what are your business hours. No hurry.",OTHER,LOW
Can you expedite my parcel. Can someone help?,DELIVERY,MEDIUM
I was only refunded part of the amount. Please fix this ASAP.,REFUND,HIGH
This is urgent - my delivery is delayed. This is affecting my work.,DELIVERY,HIGH
I'm having trouble - i cannot access my profile. Please advise.,ACCOUNT,MEDIUM
"No rush, but i forgot my password for my login. Thanks.",ACCOUNT,LOW
This is unacceptable - i want to dispute a charge and request a refund. I want this escalated immediately.,REFUND,CRITICAL
This needs to be resolved right now - i was charged $250 but my order was cancelled. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
I need help - i need to change the delivery date for #31643.,DELIVERY,MEDIUM
I need this fixed soon - i'm being charged a fee I don't recognize.,PAYMENT,HIGH
This is really frustrating - my package arrived damaged.,DELIVERY,HIGH
How do I contact a human representative. Please advise.,OTHER,MEDIUM
I'm having trouble - i want to file a complaint.,OTHER,MEDIUM
This is really frustrating - i cannot access my account. I need a resolution today.,ACCOUNT,HIGH
I need help with something. Please advise.,OTHER,MEDIUM
This needs to be resolved right now - i was charged twice for the same order. I want this escalated immediately.,PAYMENT,CRITICAL
"Whenever you get a chance, i want to merge two accounts. Thanks.",ACCOUNT,LOW
I need help - the system is not compatible with my Safari browser.,TECHNICAL,MEDIUM
I am extremely upset - my data disappeared after the update. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
"No rush, but i want to unsubscribe from marketing emails. Thanks.",OTHER,LOW
The package is missing items. Please advise.,DELIVERY,MEDIUM
I'm having trouble - when will I receive my refund.,REFUND,MEDIUM
This is urgent - the courier never showed up. This is affecting my work.,DELIVERY,HIGH
I am extremely upset - my refund was sent to the wrong card. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
I'm having trouble - i cannot log into my membership. Let me know.,ACCOUNT,MEDIUM
I need this fixed soon - i received the wrong item in my order.,DELIVERY,HIGH
"Whenever you get a chance, i need to change the delivery date for #93227. Whenever convenient.",DELIVERY,LOW
"I was charged $1,200 but my order was cancelled. This is affecting my work.",PAYMENT,HIGH
My refund request was denied and I don't understand why. Can someone help?,REFUND,MEDIUM
Where is my package. Whenever convenient.,DELIVERY,LOW
"No rush, but do you have a loyalty program. Whenever convenient.",OTHER,LOW
URGENT - i need a refund because the shipment never arrived. I demand an immediate resolution.,REFUND,CRITICAL
I'm having trouble - i need to change the delivery date for #20328. Please advise.,DELIVERY,MEDIUM
Could someone assist - the portal is not compatible with my desktop. Let me know.,TECHNICAL,MEDIUM
"No rush, but is there a student discount available.",OTHER,LOW
Could someone assist - the tracking hasn't updated in two weeks. Please advise.,DELIVERY,MEDIUM
"Whenever you get a chance, i have a suggestion for a new feature. Whenever convenient.",OTHER,LOW
I have not received my refund. This is affecting my work.,REFUND,HIGH
I'm having trouble - the website logged me out randomly.,TECHNICAL,MEDIUM
I'm having trouble - please refund my payment. Please advise.,REFUND,MEDIUM
This is urgent - i can't upload files on the app.,TECHNICAL,HIGH
Please help immediately - i was charged $199 but my order was cancelled. Please fix this ASAP.,PAYMENT,HIGH
My delivery is delayed. Let me know.,DELIVERY,MEDIUM
I need this fixed soon - i want a refund for my order. Please fix this ASAP.,REFUND,HIGH
I want to unsubscribe from marketing emails. Whenever convenient.,OTHER,LOW
"Just wondering, i have a general question.",OTHER,LOW
Quick question - this is regarding a partnership inquiry. Thanks.,OTHER,LOW
Quick question - i need assistance. No hurry.,OTHER,LOW
Quick question - this is regarding a partnership inquiry. No hurry.,OTHER,LOW
I'm having trouble - i keep getting logged out of my membership. Can someone help?,ACCOUNT,MEDIUM
I'm having trouble - can I speak to a manager. Please advise.,OTHER,MEDIUM
How long does a refund usually take. Thanks.,REFUND,LOW
The delivery driver couldn't find my address. Can someone help?,DELIVERY,MEDIUM
This is urgent - my order was left at the wrong address. Please fix this ASAP.,DELIVERY,HIGH
I need help - the notifications are not working. Let me know.,TECHNICAL,MEDIUM
I'm having trouble - can you refund my subscription for this month.,REFUND,MEDIUM
My parcel #44671 shows delivered but I never received it. This is affecting my work.,DELIVERY,HIGH
I keep getting 404 when I try to log in.,TECHNICAL,HIGH
"Just wondering, how can I change my account email. No hurry.",ACCOUNT,LOW
This is really frustrating - i'm seeing a blank screen instead of the dashboard. This is affecting my work.,TECHNICAL,HIGH
How do I delete my user account. Whenever convenient.,ACCOUNT,LOW
Quick question - do you have a loyalty program. Whenever convenient.,OTHER,LOW
Please help immediately - my delivery is delayed. This is affecting my work.,DELIVERY,HIGH
I need help - my subscription is linked to the wrong membership.,ACCOUNT,MEDIUM
The website froze and I lost all my work. Please fix this ASAP.,TECHNICAL,HIGH
This is an emergency - i see an unauthorized charge of $12.50 on my account.,PAYMENT,CRITICAL
I need this fixed soon - my delivery arrived damaged. This is affecting my work.,DELIVERY,HIGH
This is an emergency - someone else logged into my login. I demand an immediate resolution.,ACCOUNT,CRITICAL
URGENT - my delivery #18675 shows delivered but I never received it. I demand an immediate resolution.,DELIVERY,CRITICAL
URGENT - the application keeps crashing. I demand an immediate resolution.,TECHNICAL,CRITICAL
I need help - the search feature is broken. Please advise.,TECHNICAL,MEDIUM
Please help immediately - i returned my item but haven't been refunded.,REFUND,HIGH
Could someone assist - images are not loading on the app. Let me know.,TECHNICAL,MEDIUM
This is urgent - i have not received my refund. This is affecting my work.,REFUND,HIGH
Quick question - i'm not sure who to contact about this.,OTHER,LOW
This is unacceptable - i see an unauthorized charge of $12.50 on my account.,PAYMENT,CRITICAL
Quick question - images are not loading on the mobile app. Thanks.,TECHNICAL,LOW
This is really frustrating - payPal payment did not go through. I need a resolution today.,PAYMENT,HIGH
I need help - my payment is stuck processing for 10 days. Let me know.,PAYMENT,MEDIUM
I'm having trouble - my payment is stuck processing for a week. Please advise.,PAYMENT,MEDIUM
